,M1646_1,M1647_1,M01135_GAMYB_Q2,M0040_1,M0041_1,M1313_1,M0149_1,M01164_SQUA_01,M2368_1,M0008_1,M2369_1,ATHB2_binding_site_motif,M1561_1,LS5_promoter_element,M1678_1,M1679_1,M0821_1,E2F_DP_BS_in_AtCDC6,ACE_promoter_motif,M0037_1,M2356_1,M00151_AG_01,M0036_1,M2357_1,M1365_1,M01191_HDG7_01,SORLREP1,EveningElement_promoter_motif,OBP-1-4-5_BS_in_GST6,M1697_1,M1696_1,M0265_1,M0264_1,M2363_1,M00440_CG1_Q6,M1211_1,T-box_promoter_motif,M00819_KNOX3_01,M0142_1,M00417_ATHB9_01,M1921_1,Bellringer_replumless_pennywise_BS3_IN_AG,M1319_1,SORLIP1,M00344_RAV1_02,M00942_CPRF1_01,M01054_BHLH66_01,M00681_WRKY_Q2,M00376_TGA1A_Q2,M00441_GBF_Q2,M01114_E2F_Q2,M00479_ALFIN1_Q2,M1326_1,M1327_1,SORLIP3,AP1_BS_in_AP3,TGA1_binding_site_motif,M1576_1,M0370_1,M0371_1,M0840_1,M1618_1,M0841_1,M1619_1,M00089_ATHB1_01,M0591_1,M0590_1,ATB2_AtbZIP53_AtbZIP44_GBF5_BS_in_ProDH,M1650_1,M2662_1,M0765_1,M0764_1,Inr,M1842_1,M2341_1,M0020_1,M0021_1,M0653_1,M00943_TAF1_01,M00345_GAMYB_01,EIN3_BS_in_ERF1,AGL15_BS_in_AtGA2ox6,M0155_1,M0014_1,M0272_1,M0273_1,M0015_1,M2374_1,M00408_MADSA_Q2,M01133_AG_Q2,M1346_1,HSEs_binding_site_motif,M1680_1,M1681_1,M1403_1,SORLREP3,M1402_1,M1331_1,M1330_1,M00969_ATMYB15_01,Y_Patch,M01180_SPL14_01,M1940_1,M1941_1,M0682_1,Bellringer_replumless_pennywise_BS2_IN_AG,M01194_PDF2_01,CCA1_binding_site_motif,OBF4-5_BS_in_GST6,M0847_1,M0846_1,M0019_1,M0018_1,M2379_1,M00352_DOF1_01,M0376_1,M1656_1,M1657_1,M1303_1,M0762_1,M0763_1,M0158_1,M0027_1,M2346_1,AG_BS_in_SPL_NOZ,M0026_1,M2347_1,M1620_1,M00968_ATMYB77_01,M01189_CBNAC_02,M00700_ROM_Q2,M00654_OSBZ8_Q6,M0654_1,M0655_1,M00404_MADSB_Q2,M0166_1,M0167_1,M0153_1,M00371_CPRF2_Q2,M1309_1,M0768_1,M0769_1,M00949_AGL15_01,M00506_LIM1_01,M1686_1,M0081_1,M0080_1,M0013_1,M2373_1,M0012_1,M1341_1,M1340_1,M1404_1,M1405_1,M00788_EMBP1_02,M1663_1,M00392_AGL3_01,M01062_AGL2_02,M1336_1,M1337_1,M1277_1,AtMYB2_BS_in_RD22,LFY_consensus_binding_site_motif,M1276_1,M00401_ABF1_03,M00434_PIF3_01,ARF_binding_site_motif,SBP-box_promoter_motif,M0581_1,M0329_1,M00702_SPF1_Q2,SORLREP5,M1315_1,M1314_1,JASE1_motif_in_OPR1,M1566_1,M1700_1,M00442_ABF_Q2,M1701_1,Nonamer_promoter_motif,M1567_1,M0268_1,M0269_1,M0850_1,M0851_1,M0079_1,M0078_1,CArG1_motif_in_AP3,M0256_1,M2351_1,M0030_1,M2350_1,M0031_1,M0257_1,M00367_HBP1A_Q2,M1363_1,M0262_1,M0004_1,M2365_1,M0005_1,M2364_1,M0263_1,M00370_CPRF3_Q2,AP1_BS_in_SUP,CArG2_motif_in_AP3,M1690_1,M1691_1,M0677_1,M0145_1,M00439_C1_Q2,DRE_promoter_motif,CArG3_motif_in_AP3,M00375_TGA1B_Q2,M01006_AGP1_01,SORLIP5,M0073_1,M0072_1,M00315_GEN_INI_B,M01186_STF1_01,M1321_1,M1320_1,M01050_ARR10_01,M2380_1,M2381_1,M0649_1,M0648_1,M01188_CBNAC_01,ATHB6_binding_site_motif,M0156_1,M0157_1,M0665_1,M1345_1,M1344_1,M0849_1,M0848_1,M0017_1,M0271_1,M0270_1,M0016_1,M00950_AG_02,M2377_1,M1683_1,M1682_1,CArG_promoter_motif,M01156_BZR1_01,M1332_1,PI_promoter_motif,M1333_1,M1400_1,M1401_1,M01021_ID1_01,M0029_1,M2348_1,M0028_1,M2349_1,M0681_1,RY-repeat_promoter_motif,M0680_1,M1943_1,M0121_1,M1575_1,M0373_1,M0372_1,M1689_1,M1688_1,M0843_1,M0842_1,M1836_1,M2661_1,M0766_1,M0767_1,GCbox,CAATbox,M1278_1,M00653_OCSBF1_01,M2342_1,M0023_1,M2343_1,M0022_1,M0162_1,M0163_1,M01052_MYB80_01,M0650_1,M0651_1,M01192_HDG9_01,JASE2_motif_in_OPR1,M00937_TGA1A_Q2_01,M0758_1,M0759_1,M1338_1,M1339_1,M1694_1,M1695_1,M1569_1,M00958_ABI4_01,M2361_1,M0266_1,M01055_NAC691_01,SORLREP2,M0267_1,M00368_CPRF_Q2,LFY_BS_in_AP3,M2699_1,M00343_RAV1_01,CBF1_BS_in_cor15a,M00948_PCF2_01,M00369_TAF1_Q2,M0258_1,M0259_1,M1325_1,W-box_promoter_motif,M1324_1,RAV1-B_binding_site_motif,M1416_1,M0771_1,M0770_1,DPBF1_2_binding_site_motif,M1645_1,M1644_1,M0043_1,M00936_HBPA1_Q6_01,M0854_1,CCA1_motif1_BS_in_CAB1,MYB_binding_site_promoter,M00353_DOF2_01,M00366_EMBP1_Q2,M1562_1,L1-box_promoter_motif,M1563_1,TEF-box_promoter_motif,M01061_AGL2_01,SORLIP2,M0646_1,M00635_GT1_Q6,Hexamer_promoter_motif,EIL1_BS_in_ERF1,M0034_1,M2355_1,M0252_1,M0035_1,M2354_1,ATHB1_binding_site_motif,M00503_ATHB5_01,DRE-like_promoter_motif,M00735_ZAP1_01,M00507_TRAB1_Q2,M0261_1,M0007_1,M0006_1,M0260_1,M1693_1,M1692_1,M0369_1,M1648_1,M1649_1,M0229_1,M0588_1,M0589_1,M0146_1,M0147_1,M0039_1,M2358_1,M0038_1,M2359_1,LS7_promoter_element,M01179_CBT_01,M00435_PIF3_02,M1322_1,M1323_1,M00393_AGL3_02,M00399_ABF1_01,M1410_1,M1411_1,M1677_1,M2383_1,M2382_1,M00660_RITA1_01,M0582_1,M0583_1,GATA_promoter_motif_LRE,M1316_1,M1317_1,M1642_1,CCA1_motif2_BS_in_CAB1,M1702_1,TATAbox,M1564_1,M1699_1,BoxII_promoter_motif,M01059_AGL1_01,M00501_ANT_01,M0853_1,M0852_1,M00952_PCF5_01,Z-box_promoter_motif,octamer_promoter_motif,M1329_1,GA,M2863_1,M1195_1,Ibox_promoter_motif,M00355_PBF_01,M0255_1,M2352_1,M0033_1,M2353_1,M01193_ML1_01,M0032_1,M0151_1,M0150_1,SORLIP4,M00502_TEIL_01,M01060_AGL1_02,M00354_DOF3_01,M00361_CDC5_01,M1932_1,M1684_1,M1685_1,M01136_DOF_Q2,M0118_1,M0119_1,M01126_BPC1_Q2,M00970_ATMYB84_01,M1343_1,M2371_1,M0010_1,M2370_1,M0011_1,ABFs_binding_site_motif,CBF2_binding_site_motif,M00945_CPRF2_01,M01187_STF1_02,M1335_1,M1334_1,M1407_1,TELO-box_promoter_motif,M1406_1,E2F_binding_site_motif,M01128_SED_Q2,M00149_SBF1_01,M1274_1,M1275_1,M0844_1,M0845_1,Bellringer_replumless_pennywise_BS1_IN_AG,M00697_HBP1B_Q6,PRHA_BS_in_PAL1,M0761_1,M0760_1,MRE_motif_in_CHS,M1655_1,M1209_1,VOZ_binding_site,SORLREP4,M01130_PBF_Q2,M0024_1,M2345_1,M0025_1,M2344_1,M00946_TGA1B_01,M00400_ABF1_02,M01057_ERF2_01,M0165_1,M0164_1,M0657_1,M0656_1
Chr4_-_8118160_AT4G14070_tair(-),53,64,81,49,60,43,35,65,63,48,113,37,45,52,51,63,42,131,48,62,75,85,50,40,51,54,34,34,60,69,60,45,39,78,44,44,59,65,38,71,60,43,42,57,65,30,39,58,48,55,62,52,62,58,50,49,50,21,23,43,44,48,79,43,38,38,34,34,60,41,66,66,67,28,65,48,41,43,46,65,169,57,50,45,61,50,54,46,49,77,58,57,58,57,27,24,37,61,46,62,111,53,61,59,40,39,53,62,181,74,52,50,55,73,55,24,65,63,26,46,57,36,49,58,54,47,116,50,63,74,53,66,44,41,57,39,42,45,40,45,56,47,59,91,63,48,55,55,53,49,60,27,52,43,35,62,71,69,40,64,62,63,43,58,116,74,38,44,34,32,18,38,61,41,45,35,57,78,65,47,26,45,48,38,55,34,63,108,47,78,38,59,56,50,45,64,43,49,41,50,93,43,45,81,127,57,58,50,33,84,36,155,60,66,49,52,46,54,75,40,67,49,72,57,40,44,52,29,47,32,49,43,45,22,55,34,41,35,70,82,70,60,53,76,40,61,55,82,42,66,51,64,84,64,61,49,37,51,73,34,28,44,25,52,48,38,42,66,31,63,47,61,47,39,24,45,51,61,60,43,58,38,43,42,56,54,63,57,49,51,55,58,69,33,61,37,31,92,28,37,40,67,66,71,57,61,41,36,54,59,30,59,43,51,59,50,46,66,64,61,62,27,44,72,58,37,39,38,34,70,80,29,34,26,38,141,45,47,41,38,41,43,41,40,39,51,41,59,71,60,53,59,52,62,68,43,29,49,37,46,48,51,46,40,40,74,57,60,67,63,84,48,45,39,61,52,33,31,60,35,50,39,9,58,57,13,35,65,40,94,76,49,43,57,36,59,51,52,73,33,30,54,31,100,59,41,47,43,35,34,30,46,82,65,68,45,62,65,60,50,16,58,61,58,31,42,41,48,36,33,37,62,44,57,43,56,54,59,60,41,47,45,17,61,25,62,127,69,52,164,59,57,49,69,48,47,53,63,49,51,119,45,41,45,50,42
Chr4_-_8123835_AT4G14090_tair(-),53,70,88,82,93,57,59,53,81,55,119,25,50,63,66,68,42,158,71,91,66,54,84,50,42,59,31,51,50,76,68,40,66,112,66,60,63,67,28,66,64,27,63,54,74,71,60,48,73,75,59,143,45,67,49,33,66,34,48,50,51,71,60,56,47,43,48,41,51,53,70,58,67,25,58,83,70,51,85,93,223,60,83,89,80,46,88,59,63,44,35,58,64,63,30,19,41,62,58,109,114,43,72,63,53,31,40,79,223,76,64,88,100,85,54,32,59,60,32,52,58,59,93,62,88,90,193,75,83,62,71,85,50,35,61,56,62,67,78,55,51,64,42,100,77,68,78,54,77,81,59,37,67,39,62,46,41,57,56,60,73,50,59,56,160,107,40,32,57,68,38,42,55,58,48,37,70,105,65,55,43,67,55,26,52,67,59,121,61,50,49,81,69,74,88,58,66,76,45,74,95,61,74,54,147,60,67,73,31,108,44,169,86,53,75,89,82,66,66,54,63,46,58,63,57,50,51,36,64,59,48,69,63,20,51,75,57,35,99,46,57,71,64,44,58,51,53,56,44,64,44,93,70,88,56,50,49,55,90,58,41,66,49,63,66,30,28,47,48,63,67,69,62,48,37,61,83,73,91,59,65,54,52,53,54,64,87,51,57,67,68,66,72,38,105,57,66,99,43,47,83,77,68,87,74,65,86,69,46,45,36,64,51,52,59,52,61,58,63,83,83,25,61,77,56,86,60,31,43,74,54,25,28,32,66,188,78,65,60,74,58,41,49,73,56,72,68,93,91,75,70,66,50,59,62,64,53,67,44,56,85,55,83,53,37,86,88,47,55,47,121,48,50,54,98,53,50,54,32,69,44,36,4,56,72,16,37,66,33,57,75,55,49,64,34,66,40,90,108,46,42,58,65,72,91,80,50,69,61,57,58,35,57,55,67,66,59,72,65,25,14,81,122,58,28,76,53,78,69,72,74,56,68,50,54,68,52,52,63,43,64,51,13,59,42,80,143,65,62,198,56,52,74,53,45,80,85,91,92,77,152,72,59,57,50,49
Chr4_-_8760589_AT4G15340_tair(-),38,52,48,46,47,30,44,34,33,39,72,40,32,41,37,37,40,59,46,50,61,42,44,42,35,45,30,50,38,41,46,36,36,56,43,37,47,37,37,27,45,33,30,49,50,33,44,43,41,47,43,52,44,44,54,24,32,19,18,33,36,42,42,47,30,41,45,30,35,38,47,37,48,33,57,46,42,36,38,57,95,51,53,49,40,41,54,39,53,38,54,47,43,41,34,42,36,42,35,58,68,45,48,47,27,34,42,53,74,57,39,58,55,59,34,18,58,50,28,32,40,30,48,49,58,38,108,52,33,40,38,49,49,33,53,41,37,44,36,41,35,37,37,69,43,52,36,43,56,45,47,21,47,41,36,43,47,53,37,44,42,51,22,54,72,52,25,40,30,35,26,36,45,32,40,29,39,54,46,38,29,43,38,24,31,37,48,62,42,40,38,53,49,41,39,49,31,45,31,47,56,34,35,38,55,44,36,39,65,67,47,63,37,40,34,42,33,32,43,36,45,46,54,47,39,37,32,46,42,37,36,44,39,20,47,41,37,22,51,41,53,41,40,43,31,43,39,42,42,43,39,49,63,55,57,46,38,39,54,34,28,49,22,42,38,27,29,46,32,45,36,45,41,36,32,47,45,52,48,43,45,30,28,40,43,44,46,42,36,32,41,38,47,36,54,39,39,60,39,39,37,47,37,58,48,52,41,30,37,37,29,44,34,39,37,37,51,50,43,58,49,34,34,64,33,43,46,39,36,45,50,20,43,25,31,78,39,43,36,44,39,43,38,49,34,42,37,52,56,35,36,45,45,48,54,41,47,65,34,39,52,46,55,41,32,45,57,36,46,43,68,51,39,41,49,42,33,30,64,40,35,37,6,30,39,27,35,43,30,57,49,45,31,41,28,38,30,30,54,24,28,34,33,54,45,44,42,34,38,31,39,43,58,38,39,41,43,42,46,40,25,37,64,33,36,37,38,42,31,39,38,47,41,41,44,67,42,42,39,23,45,33,22,34,52,43,69,44,31,68,46,52,36,48,35,49,48,51,46,36,71,47,42,40,45,42
Chr4_-_8779685_AT4G15370_tair(-),30,29,34,32,27,19,35,36,36,40,42,37,21,34,31,28,28,72,34,26,37,29,22,37,29,36,31,42,37,41,34,26,29,49,29,23,67,24,25,33,41,26,38,32,38,27,35,27,26,31,31,53,35,29,39,38,32,13,23,29,21,23,46,21,37,39,48,33,33,40,31,28,53,33,40,25,23,35,31,24,103,42,34,23,29,29,26,44,45,40,30,32,31,27,29,65,30,34,27,49,69,19,22,31,30,35,27,40,81,30,39,25,32,37,35,19,37,35,31,29,29,31,34,38,22,43,53,27,36,35,28,37,37,27,34,31,29,29,27,38,26,27,33,34,33,39,17,46,35,29,30,14,23,24,34,35,30,29,37,30,25,28,31,31,67,43,41,31,27,34,34,33,34,35,27,27,34,34,35,35,25,33,27,38,42,20,31,65,33,47,36,35,43,25,29,34,21,22,30,27,48,24,29,36,57,29,31,23,79,38,25,60,26,28,32,40,37,33,34,29,32,24,39,38,30,36,30,44,29,27,25,29,41,11,28,24,31,22,26,32,30,31,30,37,31,24,38,28,30,28,45,29,39,24,39,27,48,27,32,28,20,33,27,34,28,32,39,30,28,30,29,29,31,27,25,34,28,31,30,33,34,34,16,29,26,40,42,33,33,21,39,29,36,24,37,27,24,37,36,30,27,43,31,29,38,34,33,33,31,27,34,27,33,20,31,28,31,27,40,30,24,32,25,24,30,42,25,40,17,42,33,11,38,39,29,77,36,39,30,30,33,37,41,19,28,28,27,28,29,28,31,30,25,31,32,33,65,49,45,34,20,36,22,32,26,33,47,34,37,33,51,31,19,20,41,35,30,25,90,40,31,36,8,36,28,43,13,30,44,30,37,29,18,32,28,31,26,29,32,31,31,30,31,61,27,40,27,38,35,35,44,29,28,27,32,46,30,33,34,27,28,47,58,28,38,25,31,22,29,34,26,33,39,31,25,41,36,43,39,33,22,20,19,36,69,32,38,35,32,67,33,25,31,51,42,23,32,32,31,25,50,31,29,30,36,28
Chr4_-_9010947_AT4G15870_tair(-),35,34,33,25,30,33,30,23,36,37,37,38,25,27,27,39,17,35,41,29,54,29,24,34,43,32,32,41,38,32,33,34,27,36,29,25,55,32,20,48,36,22,32,27,24,31,36,18,23,32,27,33,33,23,36,32,50,8,16,20,24,18,31,19,26,52,51,22,39,35,32,28,42,37,49,21,22,37,24,24,53,41,38,22,35,23,22,37,46,30,30,48,28,32,37,49,26,31,38,36,35,32,26,38,27,30,29,41,52,25,35,24,34,27,42,16,34,30,36,46,20,30,24,24,36,25,95,19,36,34,31,24,30,26,42,38,19,27,22,33,39,23,23,34,29,48,33,39,33,33,33,14,33,25,38,40,33,26,34,41,18,34,24,43,48,50,25,29,25,26,26,27,33,27,34,13,26,38,37,34,16,30,29,32,31,12,30,39,30,41,36,27,30,32,28,32,25,21,30,26,37,25,27,35,33,28,33,22,73,31,27,45,24,36,42,25,27,23,45,25,40,43,36,39,30,29,30,30,27,32,16,33,30,16,28,24,34,23,31,40,25,26,28,30,28,21,39,38,25,34,34,28,51,28,44,21,49,33,27,19,11,26,15,31,27,22,27,29,23,27,22,28,32,28,19,33,29,24,26,29,27,17,18,33,36,22,40,27,28,23,32,33,34,16,28,31,22,38,29,35,33,28,23,33,28,32,23,23,30,34,31,23,22,24,24,19,38,38,25,27,25,40,27,28,36,28,20,43,15,27,29,11,34,19,14,46,30,33,33,24,34,40,44,25,24,27,38,28,28,33,29,24,27,31,33,39,53,50,37,24,24,40,32,33,28,25,33,23,41,25,39,27,17,16,19,35,23,22,50,46,29,44,10,37,25,44,13,28,33,31,35,25,19,25,31,32,16,45,34,26,35,31,32,39,28,38,23,27,31,30,43,36,31,36,20,31,28,37,46,28,27,57,37,28,22,24,20,19,33,32,27,39,33,33,33,46,28,28,31,25,19,18,19,24,63,26,33,37,43,31,38,27,23,38,35,26,44,28,33,24,54,25,31,27,35,27
Chr4_+_9402898_AT4G16730_tair(+),44,45,57,36,42,34,34,34,39,39,50,30,40,29,33,36,19,64,66,41,58,54,39,31,33,39,27,45,31,34,42,41,31,56,37,40,44,54,22,39,39,32,24,43,50,30,30,36,36,41,34,43,28,34,46,37,39,20,32,20,31,31,30,42,26,58,52,40,44,36,37,28,44,33,59,39,32,41,37,49,81,42,39,42,35,40,46,28,54,41,40,38,30,28,34,37,31,34,31,36,52,41,50,33,26,39,38,57,83,43,37,41,42,46,40,23,35,39,26,38,27,44,39,34,74,33,137,39,39,32,41,51,41,25,54,33,36,39,37,24,36,24,36,53,32,45,45,40,55,40,36,18,45,32,37,47,40,51,34,30,36,39,28,33,60,62,29,39,27,38,29,35,36,27,32,27,28,52,35,41,23,33,45,35,37,28,43,55,44,41,26,52,39,40,37,28,35,37,31,34,49,32,37,41,57,24,33,40,67,57,28,67,46,38,49,27,29,23,49,25,28,38,32,49,38,44,30,33,42,30,31,36,33,20,45,38,32,40,50,38,51,31,26,48,29,27,44,27,44,32,37,51,52,44,58,36,38,43,41,37,17,39,30,34,29,28,31,32,30,33,31,38,30,33,40,41,35,46,39,40,38,26,37,38,42,40,49,33,29,22,29,28,39,23,46,39,34,59,45,44,32,54,42,63,50,46,46,39,38,22,37,35,33,33,33,27,55,46,32,42,42,28,40,49,45,43,26,27,24,35,52,22,20,31,29,67,30,49,44,40,33,36,37,34,37,37,39,39,52,40,32,25,36,34,39,44,57,59,37,33,42,30,42,37,23,35,50,22,29,39,67,36,28,37,42,31,34,28,83,43,34,25,13,51,26,24,32,27,26,51,41,40,17,36,28,37,18,67,43,27,36,47,26,40,46,41,43,31,32,37,35,32,46,44,46,38,34,36,62,32,24,59,40,19,25,31,24,35,30,33,39,47,23,25,39,31,47,41,30,27,38,22,24,39,58,42,56,38,38,74,47,47,35,38,42,37,40,37,44,45,70,40,32,38,35,32
Chr4_+_9407768_AT4G16740_tair(+),50,55,52,41,44,34,50,37,46,47,45,26,45,35,39,40,38,68,66,47,56,37,43,44,41,44,23,58,38,44,39,44,44,65,46,36,52,61,31,44,43,35,33,51,41,40,50,41,48,42,41,40,25,46,29,30,48,21,28,20,27,39,34,42,39,39,46,31,52,36,45,28,44,27,61,37,35,45,44,43,96,45,57,47,45,38,49,48,55,28,36,35,40,41,32,51,40,41,37,49,64,43,59,38,34,22,47,49,93,50,37,47,46,47,46,28,58,63,33,29,30,49,43,43,57,45,172,47,46,27,44,68,43,31,61,48,44,53,47,22,38,42,23,53,40,63,56,46,56,44,42,19,64,39,43,53,29,38,37,31,35,33,27,40,67,65,40,41,40,45,24,36,39,28,39,37,34,56,38,43,36,44,41,37,33,39,40,61,56,34,41,54,45,56,47,41,39,39,32,36,61,40,47,41,71,30,35,60,57,55,42,74,52,40,53,29,28,39,44,33,32,39,59,41,52,51,27,32,46,46,53,45,27,22,31,45,35,33,51,32,38,38,36,36,39,32,49,35,43,41,38,48,57,47,49,40,50,34,46,29,20,45,31,36,43,27,33,34,30,40,34,41,38,36,35,55,45,54,43,41,52,43,32,41,57,49,53,35,30,42,33,42,39,37,60,51,46,71,42,48,45,53,51,66,54,50,51,45,41,34,36,40,32,33,31,34,60,58,45,50,50,30,34,40,40,43,35,51,30,42,35,25,36,32,38,95,42,52,52,39,50,33,37,48,45,37,51,47,50,45,38,33,35,66,57,51,53,58,43,38,47,48,42,58,44,47,54,33,29,31,79,44,33,29,54,40,39,36,73,41,35,32,7,41,35,34,37,35,26,37,55,37,22,51,40,40,28,57,52,23,32,42,36,41,52,51,44,42,49,49,33,31,38,43,41,41,34,41,54,44,30,65,43,31,38,42,41,38,40,41,45,48,33,38,47,47,49,47,33,24,40,28,27,39,56,51,77,37,29,81,50,33,48,49,47,48,56,41,50,55,73,43,47,43,57,46
Chr4_-_10911151_AT4G20200_tair(-),35,32,29,17,18,25,24,29,24,39,20,46,20,32,36,45,13,34,36,21,32,31,16,34,32,41,35,44,42,41,44,29,23,36,31,30,57,30,16,29,35,37,25,28,23,32,36,29,20,33,20,34,26,25,33,38,38,11,15,21,25,11,29,6,25,42,40,27,34,36,26,28,35,37,41,19,17,36,27,16,54,38,35,11,22,25,14,51,37,47,21,39,33,38,28,74,19,28,28,29,27,33,21,33,27,41,37,45,60,13,24,13,19,22,34,16,40,30,39,35,23,28,17,17,25,22,40,21,24,27,29,26,34,24,39,27,28,28,29,33,31,22,36,24,34,43,26,42,30,18,20,18,36,24,30,35,30,35,31,25,10,20,24,24,37,42,27,35,17,26,27,27,34,19,43,13,31,39,41,28,22,27,25,36,26,11,32,38,31,46,28,29,29,39,31,25,29,19,34,20,32,19,28,39,46,28,32,19,76,18,21,48,24,32,27,29,30,19,30,17,29,30,32,30,28,40,30,30,33,32,17,28,30,16,22,19,21,16,14,40,36,30,33,37,28,18,45,27,28,32,21,22,40,18,39,25,41,38,18,19,9,24,19,35,33,17,31,35,35,26,17,25,23,21,15,31,20,32,13,26,28,35,10,33,29,18,45,32,33,21,25,41,48,20,15,30,28,43,33,33,37,25,33,34,36,34,29,32,22,20,29,26,15,22,20,21,44,25,27,19,30,50,44,19,32,36,10,41,14,23,31,15,38,45,16,48,32,33,32,16,33,34,37,19,21,30,30,22,18,30,32,31,19,21,42,35,45,44,36,16,19,30,20,33,30,24,27,30,28,32,36,28,16,16,18,27,27,12,77,47,33,38,7,34,28,42,12,35,33,32,31,22,14,25,29,15,17,32,39,18,29,30,23,29,19,33,36,25,29,31,43,36,33,29,28,32,38,42,36,19,30,50,37,26,36,16,26,16,31,30,29,25,34,25,31,38,30,22,28,30,12,8,28,23,59,31,48,27,31,33,34,25,22,27,39,20,38,19,36,25,47,16,31,29,36,24
Chr4_-_10918282_AT4G20210_tair(-),28,33,40,42,44,35,38,43,41,42,50,26,31,35,32,37,18,65,27,44,41,41,38,37,32,53,43,52,39,37,39,50,28,35,28,49,61,37,26,43,49,38,39,39,30,21,40,36,28,26,47,37,43,36,48,37,57,18,20,28,38,20,41,22,31,37,46,31,28,37,44,34,47,28,49,44,35,39,25,41,54,48,36,32,33,49,31,49,40,43,35,53,38,39,35,39,27,46,41,44,63,29,42,42,26,21,41,52,79,28,26,33,46,34,47,20,41,38,37,45,29,36,40,35,42,37,114,31,41,58,46,33,39,36,36,45,29,30,25,38,36,40,37,54,39,41,36,46,41,41,32,24,45,30,34,24,39,35,46,39,29,50,29,46,60,44,37,24,34,28,26,41,35,34,42,24,31,38,39,33,24,32,51,30,30,20,36,51,29,43,34,46,46,28,24,35,34,40,43,44,33,27,28,36,62,34,38,36,49,42,32,69,32,43,43,37,35,34,52,24,41,41,39,47,38,44,48,30,38,38,35,32,39,23,35,28,47,29,34,34,35,38,29,37,44,32,49,35,30,33,52,42,47,42,51,34,37,37,39,19,15,26,22,39,29,38,32,40,40,39,32,41,35,33,32,42,41,36,44,34,37,38,28,39,29,35,47,40,43,37,40,36,40,23,38,37,29,57,34,32,24,33,46,48,37,42,29,28,45,39,36,34,29,35,36,27,35,30,39,51,39,39,38,46,48,32,20,38,14,37,39,15,46,28,35,53,40,51,36,33,38,36,32,32,35,25,29,46,35,37,34,36,27,33,46,40,48,60,45,41,31,46,34,40,23,49,37,35,44,40,48,43,29,25,38,34,38,28,80,57,43,28,4,44,34,18,16,39,35,35,34,31,20,42,34,37,34,38,39,28,38,45,30,57,48,50,51,36,38,32,41,32,32,44,50,32,39,41,44,29,26,59,44,30,27,45,32,44,36,41,33,54,44,45,35,41,33,48,36,35,20,22,25,30,54,40,53,43,44,61,30,29,37,49,42,43,42,48,31,35,57,44,38,33,41,31
Chr4_-_10926758_AT4G20230_tair(-),43,44,47,33,35,45,35,30,42,38,51,35,36,35,39,47,20,53,41,37,46,37,31,42,34,52,24,41,41,39,48,38,38,48,40,43,49,38,24,56,38,25,26,51,39,44,50,41,32,48,45,28,26,37,34,25,46,15,20,27,38,25,42,21,39,39,39,34,40,37,34,37,49,27,60,33,27,39,38,39,56,45,44,32,37,39,35,46,49,44,36,41,43,38,28,49,22,48,44,32,47,41,38,37,32,28,37,54,66,30,39,34,43,40,51,24,49,42,37,37,27,44,38,36,36,29,87,32,42,27,46,33,40,31,47,53,37,32,35,32,32,28,25,44,38,47,42,47,44,38,31,22,41,31,31,41,28,33,37,34,30,40,36,39,54,41,29,40,26,37,25,39,45,21,42,26,34,42,46,36,26,38,35,40,38,23,45,38,47,43,38,33,37,38,39,32,29,37,38,35,44,21,39,34,44,36,42,39,54,38,36,53,37,36,26,30,34,33,47,28,36,38,49,54,35,41,36,34,44,34,27,31,30,18,45,27,26,32,33,34,33,37,37,42,24,41,47,37,35,36,38,32,48,34,54,33,55,42,30,22,18,27,19,40,38,29,36,26,35,35,26,40,38,31,34,40,38,46,34,41,43,35,28,39,42,44,44,35,35,26,26,42,48,21,43,42,38,43,29,38,49,24,30,48,45,48,38,35,43,25,40,38,35,32,26,33,42,44,35,39,39,48,47,37,47,44,28,46,26,30,35,24,27,29,21,60,38,44,47,30,41,34,34,30,41,32,41,33,34,38,37,38,32,39,50,49,50,57,38,34,27,40,30,48,30,26,43,38,30,30,48,44,25,25,25,32,44,21,57,41,44,34,3,37,33,36,23,40,28,39,36,34,19,38,36,29,25,34,45,29,32,36,38,49,35,42,39,26,30,38,48,49,35,43,33,33,41,46,39,42,41,51,32,25,39,24,41,39,44,47,37,49,34,29,36,55,41,57,44,23,19,18,24,27,49,40,55,39,38,49,46,40,31,47,42,31,42,39,51,38,52,38,33,43,42,31
